id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,city,zipcode
958,"Bright, Modern Garden Unit - 1BR/1BTH",1169,Holly,,Western Addition,37.77028,-122.43317,Entire home/apt,202,2,383,2023-02-19,2.31,1,128,59,San Francisco,94143.0
487499,Mission District - Perfect Location,1682183,Daniel,,Mission,37.75884,-122.42232,Entire home/apt,125,30,192,2022-10-31,1.48,1,239,4,San Francisco,90110.0
2115503,Ocean Beach - Kelly's Cove,10785430,Ant,,Outer Richmond,37.77428,-122.50759,Entire home/apt,170,2,392,2023-02-27,4.23,1,63,50,San Francisco,94121.0
4445540,1 BD/1 BA Twin Peaks Lookout w/ City Views,23071835,Jason,,Twin Peaks,37.75745,-122.44518,Entire home/apt,123,30,49,2023-02-08,0.53,3,333,4,San Francisco,94131.0
7007759,Rooms with private entrance 独立一房一厅,36734328,Winni,,Ocean View,37.71612,-122.45302,Private room,222,3,15,2022-09-24,0.17,1,363,1,San Francisco,94112.0
10864914,Furnished Victorian 1BR in NoeValley/Mission,46596909,Nadya,,Noe Valley,37.74547,-122.42524,Entire home/apt,170,30,16,2023-02-09,0.28,1,118,3,San Francisco,94114.0
14538591,Separate  Entrance Big Studio near Beach and Park,41376640,Pauline,,Outer Sunset,37.76258,-122.50215,Entire home/apt,116,2,209,2023-03-02,2.85,1,99,63,San Francisco,94121.0
17369805,Luxury room,100672984,Roberto,,Castro/Upper Market,37.76446,-122.42874,Entire home/apt,250,2,195,2023-01-23,2.68,3,239,42,San Francisco,94143.0
20195883,Elegant Retreat in Lone Mountain with Breathtaking Views,7934590,Joyce,,Inner Richmond,37.77964,-122.45465,Entire home/apt,280,2,105,2023-02-26,1.55,1,46,25,San Francisco,94118.0
21804276,Relaxing and Comfortable Home Away From Home,1857594,William,,Excelsior,37.72817,-122.417,Entire home/apt,105,30,24,2022-10-08,0.41,1,260,6,San Francisco,94134.0
23359552,Roaring 20s original (1917 Classic SF home),172043251,Peter,,Noe Valley,37.74668,-122.42484,Private room,94,1,68,2022-09-13,1.17,3,0,8,San Francisco,94114.0
25948779,Beautiful and Modern in the Heart of San Francisco,48589875,Ut,,Financial District,37.78924,-122.39584,Private room,235,30,4,2018-08-27,0.07,1,364,0,San Francisco,94105.0
30346332,4 Bedroom house-No partying/smoking!,672862,Sharon,,Crocker Amazon,37.71094,-122.43134,Entire home/apt,196,1,149,2023-01-06,2.9,2,353,56,San Francisco,94112.0
32891490,Statuesque 3/2 Family Home Near UCSF-Inner Sunset,988375,Jennifer,,Inner Sunset,37.76337,-122.47628,Entire home/apt,165,30,24,2022-09-06,0.51,14,0,3,San Francisco,94122.0
34840354,Family Friendly Home Only 15 mins from Downtown SF,262656613,Maria,,Excelsior,37.72009,-122.42796,Entire home/apt,399,30,0,,,1,0,0,San Francisco,94112.0
38024311,Cozy 1BR Dolores Park Home w/Outdoor Space,7325515,Jo Anne,,Castro/Upper Market,37.75821,-122.42635,Entire home/apt,140,30,5,2022-09-04,0.2,4,302,2,San Francisco,94143.0
40619776,New Private Room in the Upbeat Mission,3078020,Anil,,Mission,37.75886,-122.40831,Private room,105,3,86,2023-03-04,2.22,3,55,49,San Francisco,90110.0
42917380,Master Bedroom in fully furnished Mid Century Apt,41954868,Heather,,Noe Valley,37.75424,-122.42772,Private room,83,30,0,,,1,0,0,San Francisco,94114.0
43840355,La Monarca by Kasa | Weekly Stays Welcome!,88566861,Kasa,,Downtown/Civic Center,37.7874,-122.41308,Private room,126,7,201,2023-02-27,6.92,17,296,55,San Francisco,94102.0
46617563,WFH in Comfort and Style in this SoMa 1 Bedroom,22541573,Ken,,Financial District,37.78789,-122.4024,Entire home/apt,280,30,3,2022-01-17,0.13,17,329,0,San Francisco,94105.0
49081860,Nobhill PRIVATE ROOM #3 w/ private en-suite bath,394604022,Veronica,,Nob Hill,37.79114,-122.41073,Private room,90,2,84,2023-02-11,3.77,4,172,45,San Francisco,94108.0
51438281,Modern Studio Minimal Living Maximum Lifestyle 405,253575857,Dorel SF,,Nob Hill,37.78956,-122.41879,Private room,120,1,25,2023-02-21,1.3,36,179,16,San Francisco,94109.0
52602240,Modern Victorian in Cow Hollow,55581059,Ingrid,,Pacific Heights,37.79569,-122.43727,Entire home/apt,1900,5,1,2023-01-13,0.57,1,128,1,San Francisco,94123.0
536433863072625845,Relaxing Private Room w Private Bathroom in DT SF,293025002,Bi,,South of Market,37.78206,-122.39518,Private room,122,1,55,2023-02-05,4.01,5,119,48,San Francisco,94017.0
594838646647881413,NEW! Stunning San Francisco Home ~ 5 Mi to Dtwn!,126644773,Evolve,,Bayview,37.73037,-122.37047,Entire home/apt,192,30,1,2022-05-09,0.1,6,21,1,San Francisco,94188.0
654350635275757865,"2 bdrm only for sleep next to GGPark, Ocean beach",187334221,Jenny,,Outer Sunset,37.76292,-122.50357,Entire home/apt,100,1,18,2022-12-25,2.14,1,174,18,San Francisco,94121.0
692284519031668477,Private Room at Central Richmond District,120749240,Olivia,,Outer Richmond,37.77668,-122.47978,Private room,50,30,2,2022-11-30,0.38,1,325,2,San Francisco,94121.0
710779613804600044,The Orchard Room,476215204,Benjamin,,Haight Ashbury,37.7722,-122.44164,Private room,119,1,14,2023-02-22,2.53,4,41,14,San Francisco,94177.0
760895560480183234,Stylish renovated studio in San Francisco!,5294442,Jaja,,Glen Park,37.73742,-122.43529,Entire home/apt,99,30,1,2023-02-06,1.0,1,159,1,San Francisco,94131.0
791067241031169629,STR#6 Cozy bedroom with a rooftop in our house,35168393,Pedro Paulo,,Western Addition,37.78797093658984,-122.42501322034995,Private room,84,1,4,2023-02-19,1.85,13,150,4,San Francisco,94164.0
1048410,"16th Street Heights one bedroom, parking included",5771803,Anneliese,,"Brightwood Park, Crestwood, Petworth",38.95132,-77.02831,Entire home/apt,70,31,50,2017-07-16,0.52,1,137,0,Washington D.C.,20011.0
4605036,1919 Bungalow–Free Parking/Walk to Metro/Hospitals,23862725,Elise,,"Brookland, Brentwood, Langdon",38.9266,-76.98704,Entire home/apt,60,31,40,2021-11-30,0.49,1,261,0,Washington D.C.,20017.0
10660007,Shared Luxury Apartment near Capitol Hill,11711391,Carina,,"Union Station, Stanton Park, Kingman Park",38.89606,-76.97972,Private room,80,120,9,2016-05-22,0.11,1,179,0,Washington D.C.,20002.0
13149363,Charming Capitol Hill Rowhouse | Walk to Union St.,6203770,Brehan,,"Union Station, Stanton Park, Kingman Park",38.89892,-76.99526,Entire home/apt,195,31,0,,,1,0,0,Washington D.C.,20002.0
13747502,Comfortable Family Home in 16th Street Heights,1358948,Naveen,,"Brightwood Park, Crestwood, Petworth",38.95099,-77.02928,Entire home/apt,350,31,0,,,1,0,0,Washington D.C.,20011.0
17765896,Private room/bath near Rock Creek Park/SS Metro,42130309,LaCrisha,,"Colonial Village, Shepherd Park, North Portal Estates",38.99214,-77.04191,Private room,99,31,0,,,1,0,0,Washington D.C.,20012.0
19998720,Cozy THome/Hist LeDroit Pk/HU/Short Term/Long Term,124782850,Jenna,,"Howard University, Le Droit Park, Cardozo/Shaw",38.9174,-77.01854,Entire home/apt,125,3,29,2022-12-10,0.43,7,104,6,Washington D.C.,20001.0
21470573,"Spacious, Cozy Retreat - Walk to metro",27021311,Kristin,,"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",38.9567,-76.99628,Entire home/apt,85,31,50,2022-08-26,0.76,1,101,3,Washington D.C.,20011.0
23780677,DC Style Galore! Close to everything +Parking!,178419661,Garrett,,"Union Station, Stanton Park, Kingman Park",38.90088,-76.99121,Entire home/apt,124,2,288,2023-03-01,4.82,1,62,59,Washington D.C.,20002.0
28219170,"English Basement with laundry, walk to metro",54268690,Jessica,,"Brightwood Park, Crestwood, Petworth",38.95293,-77.01241,Entire home/apt,65,31,21,2019-05-20,0.38,1,0,0,Washington D.C.,20011.0
32550823,Beautiful home near The Wharf and Navy Yard,16644446,Corporate,,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",38.8761,-77.01411,Entire home/apt,360,3,21,2022-09-30,0.46,17,56,8,Washington D.C.,20024.0
36608550,Sojourn on Q | DuPont Circle,39930655,Team,,"Dupont Circle, Connecticut Avenue/K Street",38.91,-77.03804,Entire home/apt,330,30,116,2023-03-03,2.61,173,224,20,Washington D.C.,20036.0
40613735,"Hidden gem, 10 min to US Capitol.",69033883,Lindsey,,"Fairfax Village, Naylor Gardens, Hillcrest, Summit Park",38.86468,-76.97004,Private room,39,2,219,2023-03-16,5.51,2,12,67,Washington D.C.,20020.0
42811782,Welcoming Studio in The Boathouse Near Dwtn DC,48005494,Zeus,,"West End, Foggy Bottom, GWU",38.8995,-77.05442,Entire home/apt,79,31,3,2022-08-06,0.13,138,1,1,Washington D.C.,20037.0
43341696,Beautiful Adams Morgan Space for Summer Renter!,138563056,Solomon,,"Kalorama Heights, Adams Morgan, Lanier Heights",38.91878,-77.0419,Private room,50,60,0,,,1,0,0,Washington D.C.,20008.0
45977033,Cozy 1-Bedroom Condo in Hillcrest,202132693,Sean,,"Fairfax Village, Naylor Gardens, Hillcrest, Summit Park",38.86333,-76.95293,Entire home/apt,82,31,29,2022-10-31,1.1,1,365,2,Washington D.C.,20020.0
48070188,Rare Find Spacious Basement Apartment with Parking,33151642,Katherine And Shelby,,"Woodridge, Fort Lincoln, Gateway",38.93099,-76.96966,Entire home/apt,87,2,129,2023-03-09,5.32,3,127,66,Washington D.C.,20018.0
49550853,"Beautiful 2 BR Apt, near all sites + Free Parking",349251028,Anthony,,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90355,-77.02044,Entire home/apt,144,1,96,2023-03-04,4.28,3,32,51,Washington D.C.,20001.0
51186392,2BR w/ Outdoor Space in Southwest Waterfront,7650266,Stay Attache,,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",38.88055,-77.01953,Entire home/apt,231,31,1,2022-07-13,0.12,101,0,1,Washington D.C.,20024.0
50285306,"Adams Morgan, Charming, 1 Bedroom Walk Everywhere!",87977393,April,,"Kalorama Heights, Adams Morgan, Lanier Heights",38.92218,-77.04473,Entire home/apt,129,2,158,2023-03-14,7.36,5,281,101,Washington D.C.,20009.0
547929592727637947,Guest Room with 2 Queen Beds at Hilton Garden Inn Washington DC Downtown,442110827,Hilton Garden Inn,,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90122,-77.03248,Entire home/apt,329,1,23,2023-02-12,1.85,2,25,22,Washington D.C.,20005.0
591294209693762910,Capitol Hill Garden Apartment,91145909,Stacey,,"Union Station, Stanton Park, Kingman Park",38.89455,-76.99716,Entire home/apt,120,2,31,2023-03-16,3.35,1,241,31,Washington D.C.,20549.0
633470909314357817,Large studio apartment steps from the US Capitol!,57955741,Kam,,"Capitol Hill, Lincoln Park",38.8822501,-76.9964146,Entire home/apt,85,2,16,2023-02-20,3.58,4,38,16,Washington D.C.,20003.0
688611313655226920,Lovely 1 Bed room in SE DC,454194572,Yonas,,"Congress Heights, Bellevue, Washington Highlands",38.8475729,-77.0025794,Entire home/apt,105,1,10,2023-02-26,1.52,3,350,10,Washington D.C.,20032.0
734009618282192545,Modern & Comfy ~5*Location,211416188,Drew,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93468,-77.02897,Entire home/apt,185,2,22,2023-03-14,4.23,2,53,22,Washington D.C.,20010.0
774991748286665501,Snug DC Apartment,364444003,Dajah,,"Congress Heights, Bellevue, Washington Highlands",38.84811,-77.0029,Entire home/apt,70,3,3,2023-02-22,1.15,2,336,3,Washington D.C.,20032.0
813029253105516508,4BR+Parking central townhouse walk to metro&shops,498095912,Nawiro,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91759106536728,-77.00171242152545,Entire home/apt,151,3,1,2023-02-20,1.0,1,317,1,Washington D.C.,20002.0
841251964356608283,Capitol Hill 1 BR Bal|Family Friendly|Near Metro,95459395,Bluebird,,"Union Station, Stanton Park, Kingman Park",38.9034,-77.00522,Entire home/apt,313,1,0,,,32,364,0,Washington D.C.,20002.0
1393344,Beautiful Old Oakland/DT Condo,7531856,Fatme,,Old City-Produce And Waterfront,37.80127,-122.27535,Entire home/apt,110,7,5,2022-01-11,0.27,1,0,0,Oakland,94607.0
9699654,Private Home in Redwood Heights,46782141,Mary,,Oakmore,37.80364,-122.21509,Private room,150,4,0,,,1,88,0,Oakland,94602.0
19163928,Oakland Hills Private Garden Gem,65678389,Sherri,,Redwood Heights,37.80202,-122.19004,Entire home/apt,99,30,72,2022-09-30,1.02,1,315,1,Oakland,94619.0
27558975,SWEET SUITE: Near BART (Note: I'm often gone),178453568,Peter,,Longfellow,37.82652,-122.27208,Private room,58,4,96,2023-03-20,1.74,1,70,19,Oakland,94609.0
38232358,"Cozy master room w/ private parking, private bath",225154137,Angel,,Upper Laurel,37.78848,-122.19471,Private room,76,1,74,2023-02-17,1.73,8,165,30,Oakland,94615.0
45208502,Entire Luxury 1 Bedroom Apartment,159367873,Starr,,Lakewide,37.80394,-122.26705,Entire home/apt,117,1,11,2023-03-03,1.94,1,60,11,Oakland,94612.0
50245653,Private 1BD/1BA unit w/ full kitchen & laundry!,405651918,Julia,,Maxwell Park,37.77901,-122.19015,Entire home/apt,149,1,100,2023-02-27,4.67,1,0,43,Oakland,94613.0
53920671,Lovely bedroom rental unit with patio,34009681,Cherry,,Old City-Produce And Waterfront,37.80087,-122.2738,Entire home/apt,142,5,23,2023-02-26,1.87,2,34,22,Oakland,94607.0
643719038593441082,"Cozy mediterranean home, large yard. Quiet street",218853,Sandro,,Crocker Highland,37.80926,-122.22596,Entire home/apt,325,7,1,2022-07-31,0.13,1,286,1,Oakland,94602.0
735592628145545135,Lovely 2-bedroom near Lake Merritt,15496451,Lizette,,Adams Point,37.81162,-122.2518,Entire home/apt,150,1,2,2022-12-27,0.51,1,0,2,Oakland,94610.0
822753269841104346,4 Bedroom Beautiful Home in Oakland,416696129,Trung,,Reservoir Hill-Meadow Brook,37.78803375763548,-122.2299396111145,Entire home/apt,132,3,1,2023-02-20,0.88,2,342,1,Oakland,94601.0
16665494,Luxury apartment close to NYC,86213539,Cole,,Ward F (councilmember Jermaine D. Robinson),40.72293,-74.06264,Private room,80,1,0,,,1,0,0,Jersey City,7306.0
34154750,Lincoln Park 3br 3ba duplex by Jinnstay,248430196,Jenny,,Ward B (councilmember Mira Prinz-Arey),40.72935,-74.08192,Entire home/apt,85,28,29,2022-08-28,0.61,8,364,1,Jersey City,7306.0
49950884,*LarGe*2-BDR*HearTofDnTn JCiTy *5m~ManH*20m~*Mdtn!,106569357,V.I.,,Ward E (councilmember James Solomon),40.72043,-74.04464,Entire home/apt,259,30,1,2021-06-28,0.05,3,88,0,Jersey City,7302.0
630617449737554278,The Red Brick House - 1 Bed Downtown Jersey City,315215231,Diane,,Ward E (councilmember James Solomon),40.72155,-74.04546,Entire home/apt,160,2,7,2022-10-16,1.0,1,295,7,Jersey City,7302.0
771036965517707034,Nice Sunlit Room-By Lincoln Park-30 mins to NYC,207038607,Paul,,Ward B (councilmember Mira Prinz-Arey),40.71908,-74.08278,Private room,32,29,0,,,2,169,0,Jersey City,7304.0
853637145895001515,Pet-Friendly Stay! Near Statue of Liberty!,501999514,RoomPicks,,Ward E (councilmember James Solomon),40.722,-74.03338,Entire home/apt,299,1,0,,,7,207,0,Jersey City,7311.0
3386674,"Comfy Home Walk 2 French Quarter, Faubourg Marigny",7319703,Donald,,Seventh Ward,29.96832,-90.06153,Entire home/apt,172,30,364,2023-02-22,3.46,5,365,26,New Orleans,70116.0
8774951,Hillary Gardens Uptown/University,46000582,Melinda,,East Carrollton,29.94548,-90.12403,Entire home/apt,300,2,19,2023-02-22,0.21,1,236,6,New Orleans,70118.0
11042436,"Home Away From Home, Walk to Mardi Gras",55964077,Graham,,Treme - Lafitte,29.97037,-90.08041,Private room,108,30,52,2018-02-13,0.6,4,0,0,New Orleans,70119.0
15733324,Beautiful Walk to French Quarter/Bourbon,101652405,Russell,,Treme - Lafitte,29.96606,-90.06666,Entire home/apt,398,1,285,2023-02-22,3.71,13,201,46,New Orleans,70116.0
17297460,Avenue Plaza Studio Suite,107559785,Dominic,,Central City,29.93543,-90.07922,Private room,168,30,8,2019-11-10,0.15,5,236,0,New Orleans,70130.0
20615770,One Bedroom Suite b,129890164,Paul,,French Quarter,29.95646,-90.07032,Hotel room,128,2,110,2023-01-29,1.65,13,152,18,New Orleans,70112.0
22534565,Prytania Casual Upstairs and Super Comfy,46737953,Andrew,,Uptown,29.92526,-90.1061,Entire home/apt,189,3,19,2023-03-05,0.34,1,225,8,New Orleans,70115.0
24181122,Views frm “The Birthplace of Jazz” FaubourgTreme_A,70578522,CoCo,,Treme - Lafitte,29.96492,-90.07542,Entire home/apt,190,2,34,2023-03-05,1.6,1,81,20,New Orleans,70112.0
27603363,Lively Home & Paradise Patio w/ Hot Tub,370734277,Nola,,St. Roch,29.96994,-90.0548,Entire home/apt,232,2,228,2023-03-01,4.11,20,56,46,New Orleans,70117.0
30570245,NOLA Pied-A-Terre steps from Audubon & Clancy’s,38263191,Renee,,Audubon,29.91958,-90.12771,Entire home/apt,170,30,65,2023-02-23,1.28,1,0,26,New Orleans,70118.0
32584473,Wyndham La Belle Maison Perfect Location,91115529,Julie,,Central Business District,29.95013,-90.0669,Entire home/apt,300,4,2,2020-02-25,0.04,17,364,0,New Orleans,70130.0
36027128,Uptown House 5 Beds near FQ/Walk to parades&Freret,63439266,Haley,,Milan,29.93375,-90.10039,Entire home/apt,234,2,85,2023-02-27,2.18,1,160,25,New Orleans,70115.0
38490971,Adorable Treme Nook- Renovated Private Apartment,64823547,Brenna And Nick,,Treme - Lafitte,29.97076,-90.07417,Entire home/apt,90,1,182,2023-03-07,4.69,74,281,85,New Orleans,70116.0
40728235,Short Walk to Bourbon! Close to the French Quarter,174792040,RoomPicks By Victoria,,Central Business District,29.95664,-90.07548,Private room,228,1,0,,,38,315,0,New Orleans,70119.0
42431164,"Eclectic NOLA Apartment #3, 3 mins to FQ",11372242,Thiamanti,,French Quarter,29.9541,-90.06632,Entire home/apt,239,2,97,2023-02-28,2.62,38,12,31,New Orleans,70130.0
45366253,Magnolia Hotel - Double Queen Room,342206187,Magnolia Hotel,,Central Business District,29.95076,-90.06972,Private room,159,1,105,2023-02-27,3.6,13,283,39,New Orleans,70170.0
48211631,9 BR Historic Marigny Mansion near French Quarter,376995864,EsplanadeMansion,,Treme - Lafitte,29.96659,-90.065,Private room,1642,1,2,2022-11-21,0.32,8,270,2,New Orleans,70116.0
49912052,Experience a Taste of Downtown New Orleans Not Found in Hotel! + Queen Sleeper Sofa | The Rex,293742020,New Orleans Luxury,,Central Business District,29.94951,-90.06542,Entire home/apt,729,1,17,2023-03-06,0.86,41,315,13,New Orleans,70130.0
51541790,The Freret St. Oasis: Cafes! Shopping! Eateries!,195872026,Kamri,,Freret,29.93544,-90.10808,Entire home/apt,111,2,35,2023-03-04,1.96,1,53,23,New Orleans,70115.0
53308373,Stylish+Open  1 Brd abode in Mid-City New Orleans,428276486,Freedom,,Tulane - Gravier,29.96199,-90.0854,Entire home/apt,251,2,16,2023-01-21,1.04,2,23,12,New Orleans,70119.0
54366841,"MID-CITY MAMBO : Central, traditional NOLA home",69054296,Toyin,,Bayou St. John,29.97429,-90.08605,Entire home/apt,96,2,26,2023-01-30,1.98,2,51,22,New Orleans,70119.0
560324599516501240,✨👑FAIRYTALE HISTORIC UPTOWN VICTORIAN CHATEAU✨🥰,25064691,Nancy,,Audubon,29.92578,-90.12183,Entire home/apt,199,1,11,2023-01-16,0.86,14,98,10,New Orleans,70118.0
592727873396230357,Urban Retreat in the heart of NOLA,451675229,Monique,,Seventh Ward,29.982466,-90.060951,Entire home/apt,175,2,5,2023-02-23,2.21,1,331,5,New Orleans,70119.0
643516057251489942,NOLA 2 bed/2 bath French Quarter Experience,397845736,Nicole,,French Quarter,29.96327,-90.06508,Entire home/apt,300,30,0,,,1,365,0,New Orleans,70116.0
688731038572309910,Wonderful 3 Bedrooms Perfect for Social,318653122,Natalie,,Treme - Lafitte,29.967247530853456,-90.06908642053325,Entire home/apt,70,1,12,2023-02-19,1.94,1,127,12,New Orleans,70116.0
714271612125527549,La Pension - 1 Bed,475537750,Austin,,Central Business District,29.9524286363326,-90.0669495655776,Private room,278,1,0,,,10,5,0,New Orleans,70130.0
735537760169089676,Ziggy Unit: Warm Upscale Art Filled Condo near FQ,390097449,Nick,,Central Business District,29.9449,-90.07399,Entire home/apt,465,3,13,2023-03-06,2.95,6,315,13,New Orleans,70103.0
761343083818252887,Nola is Great,480717408,Eileen,,St. Claude,29.96779,-90.03892,Entire home/apt,104,2,7,2023-02-23,1.86,2,86,7,New Orleans,70117.0
812325819285129858,Newly renovated in New Orleans,87135101,Maria,,Milneburg,30.0219417401877,-90.05844690487864,Entire home/apt,86,2,5,2023-03-07,5.0,1,73,5,New Orleans,70122.0
830375858667076250,Stroll in Jackson Square! Spacious Unit!,174792040,RoomPicks By Victoria,,Central Business District,29.957370741000304,-90.07403048196862,Private room,308,1,0,,,38,315,0,New Orleans,70112.0
647102831133829650,Luxurious 2B/2B Apt at Marina Del Rey,445687411,Urban Stays,City of Los Angeles,Venice,33.98398,-118.44272,Entire home/apt,242,5,4,2023-02-21,0.5,5,346,4,Los Angeles,90292.0
645505780320251285,Exclusive Modern Home +Pool and Spa!,447200594,Martin,Other Cities,West Hollywood,34.09503,-118.37095,Entire home/apt,800,3,7,2023-02-26,0.81,2,71,7,Los Angeles,90069.0
725755475146126268,Private Bedroom Free Parking,129687586,Sally,Unincorporated Areas,Hacienda Heights,33.9855,-117.98625,Private room,42,1,32,2023-02-08,6.0,11,180,32,Los Angeles,91745.0
37775016,15 % OFF Sunny Gateway/Hollywood  Guest Suite,166434120,Eduardo,City of Los Angeles,Lake Balboa,34.19797,-118.51722,Entire home/apt,95,2,43,2023-02-27,1.0,1,25,5,Los Angeles,91406.0
53111069,Charming Craftsman Close to Rose Bowl & Old Town,11615257,Alisabeth,Other Cities,Pasadena,34.15494,-118.13387,Entire home/apt,187,3,15,2023-01-05,0.94,1,28,12,Los Angeles,91182.0
13401235,Cozy 2 bdrm home on the Westside,62948190,Jeff,City of Los Angeles,Mar Vista,34.00197,-118.42581,Entire home/apt,300,2,82,2023-02-20,1.01,1,0,14,Los Angeles,90230.0
4264352,Visit LA Live from a Spacious Industrial Loft,3324376,Alex From Abode,City of Los Angeles,Downtown,34.0456,-118.25412,Entire home/apt,194,2,276,2023-02-19,2.72,24,359,5,Los Angeles,90017.0
33522175,Perfect Weekend Getaway,85296313,Jeanine,City of Los Angeles,Downtown,34.06127,-118.24612,Entire home/apt,110,30,8,2019-05-26,0.17,1,0,0,Los Angeles,99039.0
17606617,Friendly & Easy Room in Los Angeles!,119666890,Denver,City of Los Angeles,Sherman Oaks,34.16143,-118.43995,Private room,28,30,0,,,1,0,0,Los Angeles,91423.0
605728352620166933,Impeccable Modern Cape Cod Home,185224377,Natalia,City of Los Angeles,Woodland Hills,34.16498,-118.63444,Entire home/apt,1636,30,0,,,32,364,0,Los Angeles,91367.0
43247438,LA Best Inn,309273784,LA Best Inn,City of Los Angeles,West Adams,34.03278,-118.34308,Hotel room,0,30,1,2021-07-18,0.05,1,0,0,Los Angeles,90016.0
16005864,Bright and Modern Apartment Close to Atwater Village,7319183,Five Star Rentals ⭐️⭐️⭐️⭐️⭐️,City of Los Angeles,Atwater Village,34.11136,-118.25229,Entire home/apt,135,31,164,2022-12-11,2.14,6,156,3,Los Angeles,90039.0
17224382,A: Private Guest House w/Parking,115993728,Robert,Other Cities,San Fernando,34.29364,-118.42719,Entire home/apt,154,1,404,2023-02-22,5.51,4,358,48,Los Angeles,91340.0
902788,TWO COZY TWIN  BEDS (2 separate beds),4825732,Eva,Unincorporated Areas,Altadena,34.18314,-118.1522,Private room,70,3,70,2023-02-20,0.81,2,340,14,Los Angeles,91001.0
22655428,"Admire Amazing Views from a Modern, Zen-like Guest Suite",2065820,Pia & Tino,City of Los Angeles,Echo Park,34.09284,-118.25586,Entire home/apt,181,1,433,2023-02-18,6.98,1,107,79,Los Angeles,90026.0
812989890357069071,NEW! North Long Beach Home ~ 8 Mi to Coast!,126644161,Evolve,Other Cities,Long Beach,33.87031951592716,-118.17154897990775,Entire home/apt,156,2,1,2023-02-27,1.0,79,334,1,Los Angeles,90805.0
5231312,In the Heart of Hollywood!,24563876,Jennifer,City of Los Angeles,East Hollywood,34.09016,-118.30713,Private room,103,30,1,2015-03-18,0.01,1,0,0,Los Angeles,90029.0
27407187,MODERN & SPACIOUS PRIVATE BEDROOM in TRENDY AREA,1614693,Catherine,City of Los Angeles,Mid-Wilshire,34.0682,-118.34649,Private room,75,30,57,2019-11-05,1.02,1,365,0,Los Angeles,90036.0
819671744472896451,Spacious 6B3B House (Super Good Location),419352150,Judy,Other Cities,Alhambra,34.07710576562408,-118.12616909230564,Entire home/apt,381,3,0,,,7,173,0,Los Angeles,91801.0
39490450,Cozy Room in a Beautiful Reseda Home!,303366677,Simon,City of Los Angeles,Reseda,34.19562,-118.54048,Private room,40,30,8,2020-08-31,0.2,2,0,0,Los Angeles,91335.0
671608445540680117,The Cozy pearl at the top of Epic Haus,4204831,Heidi,Unincorporated Areas,Topanga,34.1175,-118.6327462,Entire home/apt,118,1,54,2023-03-03,7.23,4,333,54,Los Angeles,90290.0
20819816,Comfy & Cozy 🐻 - MELROSE Ave - PERFECT GETAWAY,105890241,Lucas,City of Los Angeles,Fairfax,34.08475,-118.36034,Entire home/apt,199,30,52,2022-08-03,0.79,7,87,3,Los Angeles,90046.0
13731021,Cozy room in the foothills nearJPL (3 mo Stay,71724672,Leah,Unincorporated Areas,Altadena,34.19177,-118.16631,Private room,49,2,42,2023-02-13,0.52,4,285,14,Los Angeles,91001.0
660267598408541402,Designed Mini Private Studio in LA,49518584,Ron,Other Cities,Alhambra,34.06357,-118.14971,Entire home/apt,87,3,11,2022-12-02,1.34,2,180,11,Los Angeles,91803.0
48735685,Luxury 2 bedroom Penthouse in the best part of LA,56399352,Michael,City of Los Angeles,Downtown,34.05517,-118.2504,Entire home/apt,175,90,1,2022-05-02,0.1,1,355,1,Los Angeles,90071.0
20917479,Secluded West Hollywood Hills 2 BR 2 BA Apt - View,10712608,Gina,City of Los Angeles,Hollywood Hills West,34.09688,-118.38178,Entire home/apt,871,300,58,2020-04-26,0.88,1,173,0,Los Angeles,90069.0
811211401228954025,Private Apartment W/ Parking in Los Angeles,390414536,Paulo,Other Cities,South Gate,33.96263002608508,-118.21703170685018,Entire home/apt,125,1,1,2023-02-17,1.0,64,365,1,Los Angeles,90280.0
752683370151561519,"Mar Vista 2br w/ w/d, nr restaurants & shops",107434423,Blueground,City of Los Angeles,Sawtelle,34.027753,-118.4323365,Entire home/apt,264,31,0,,,717,345,0,Los Angeles,90064.0
41725119,Abode | Marina del Rey | 2-Bedroom +Pool/Gym/Spa,71522208,Abode (Marina Del Rey),Unincorporated Areas,Marina del Rey,33.97818,-118.46051,Entire home/apt,253,2,113,2023-01-15,3.0,10,357,18,Los Angeles,90292.0
45691859,Cozy Mid-century 2B 2BA in Hacienda Height  by LA,64165193,David Wai,Unincorporated Areas,Hacienda Heights,33.99999,-117.95571,Entire home/apt,133,3,115,2023-02-20,3.96,68,357,43,Los Angeles,91745.0
16480871,"BRAND NEW 2bed/1bath House, Clean, Central, Airy",1455877,Tracy And Imelda,City of Los Angeles,Jefferson Park,34.02971,-118.32156,Entire home/apt,99,30,160,2022-02-01,2.13,1,280,0,Los Angeles,90018.0
