id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,city,zipcode
683534320218133483,Breeze Garden Mid-Century Modern Apartment,20065593,Reinaldo,,Wilton Manors,26.15767,-80.14918,Entire home/apt,145,3,23,2023-03-16,3.17,13,71,23,Broward County,33311.0
582530946197948862,The Lux Room Ft.Lauderdale,449548643,Shannon,,Lauderhill,26.16894,-80.2367,Entire home/apt,185,2,0,,,1,0,0,Broward County,33319.0
701303537238986654,Stylish Penthouse High Ceilings Luxury Building,369065256,Shelly,,Hollywood,25.9870383,-80.1206413,Entire home/apt,600,1,19,2023-03-24,2.78,12,313,19,Broward County,33009.0
49595566,Special Offer Waterfront Villa w/Heated Pool,400055013,Ellen,,Lighthouse Point,26.28594,-80.08882,Entire home/apt,900,1,11,2023-02-27,0.73,1,194,10,Broward County,33064.0
51619234,"Grand Luxurious Villa, Secluded Backyard Oasis",418166104,Mor,,Hollywood,26.04452,-80.17713,Entire home/apt,837,1,16,2023-02-26,1.07,1,327,8,Broward County,33021.0
840136967532476256,Lovely private studio apartment two twin beds 27,378599719,Joe,,Hollywood,26.01416,-80.14213,Entire home/apt,113,1,3,2023-03-19,3.0,23,361,3,Broward County,33020.0
20775313,Breathtaking! Watch yachts and fishes less 6 feet,148863866,Elizabeth,,Hollywood,25.99764,-80.11966,Entire home/apt,126,21,11,2022-07-22,0.18,1,322,1,Broward County,33019.0
782450063728338751,Plunkett House,295510613,Camilo,,Hollywood,25.99942,-80.21531,Entire home/apt,264,2,15,2023-03-07,4.5,2,76,15,Broward County,33023.0
845658686067953558,Absolute Tranquility Place,28990015,Lana,,Lighthouse Point,26.26641,-80.08746,Entire home/apt,228,3,0,,,2,356,0,Broward County,33064.0
39690311,"Beachside Hotel-Style room, 2 double beds with pool #9",258847451,Roberto,,Lauderdale By The Sea,26.19675,-80.09554,Private room,299,1,8,2023-01-29,0.24,8,269,2,Broward County,33308.0
47755422,# 2205 A BACHWLK HALLADALE/ MIAMI,31589922,Raúl & Mabel,,Hallandale Beach,25.98614,-80.12235,Entire home/apt,128,1,85,2023-03-13,3.35,5,1,38,Broward County,33009.0
45674873,Hard Rock Deluxe (Kosher),164619223,Endi,,Davie,26.04816,-80.22971,Entire home/apt,926,2,14,2022-10-10,0.51,1,365,4,Broward County,33314.0
48470352,3/3 Hibiscus Beach House,195840264,Mary Lee,,Pompano Beach,26.22921,-80.09243,Private room,350,2,4,2023-02-28,0.17,14,179,1,Broward County,33062.0
16165824,Steps to Beach 4BR Dog Friendly | Deck,104693659,Vacasa Florida,,Pompano Beach,26.24911,-80.08644,Entire home/apt,449,4,33,2020-08-30,0.44,31,363,0,Broward County,33062.0
51127221,"Charming Lake House with Pool, Hot Spa & Big Patio",82698075,Merlyk,,West Park,25.98108,-80.18433,Entire home/apt,250,2,10,2023-03-26,2.5,1,164,10,Broward County,33023.0
53829818,Coral Ridge Waterfront House with Heated Pool,183178782,Julia,,Fort Lauderdale,26.16303,-80.10956,Entire home/apt,793,5,7,2023-03-11,0.46,20,350,4,Broward County,33306.0
668919273336049933,1 Bdrm At Costa Hollywood Beach Walk to Boardwalk,340075260,Michael,,Hollywood,26.01578,-80.11607,Entire home/apt,228,1,6,2023-03-13,0.73,8,361,6,Broward County,33019.0
704683884781107476,Luxury Beach 2br Condo. Pool &all facilities. Dogs,66943519,Irene,,Hollywood,26.01718,-80.11638,Entire home/apt,226,4,5,2023-01-26,0.94,1,266,5,Broward County,33019.0
30765973,OCEAN VIEW IN TIDES CONDO 1B/1B,33295885,Yarden,,Hollywood,25.98888,-80.11907,Entire home/apt,615,3,0,,,50,269,0,Broward County,33019.0
641139624424758713,$12 Less!! Amazing Suite w/ 2 Queen Sized Bed,445364172,Rooms,,Hallandale Beach,25.97776,-80.14331,Private room,113,1,0,,,2,0,0,Broward County,33009.0
50023296,3Bed 2Bath Dream Retreat w/Private Pool & Patio,392987562,Gretchen,,Pompano Beach,26.21597,-80.1289,Entire home/apt,340,3,41,2023-03-26,1.88,4,90,13,Broward County,33060.0
645156759340240400,Cozy 3 Bedroom Prívate House,11322921,Madeline,,Oakland Park,26.17733,-80.14106,Entire home/apt,181,3,8,2023-03-06,2.09,1,180,8,Broward County,33334.0
41858164,Hollywood Beach - Amazing One bedroom City View,299286425,Daniel,,Hollywood,26.01275,-80.11723,Entire home/apt,80,2,1,2020-03-08,0.03,4,0,0,Broward County,33019.0
702160806396276623,2 Full Size Beds Downtown Hollywood,427518887,Daniel,,Hollywood,26.0117,-80.14646,Private room,133,1,1,2022-10-17,0.18,10,0,1,Broward County,33022.0
647685234362689846,Stunning Double at B Ocean Resort Fort Lauderdale,429074979,B Ocean Resort Fort,,Fort Lauderdale,26.10784,-80.10731,Entire home/apt,261,1,5,2023-03-26,1.4,5,178,5,Broward County,33316.0
51021569,"""Luxurious Resort 2/2 Apartment Close to All""""",176110967,Millie,,Pembroke Pines,26.01172,-80.33329,Entire home/apt,131,1,29,2023-02-03,1.43,3,343,23,Broward County,33028.0
44954787,The Ultimate Escape,40026590,Stephanie,,Plantation,26.12643,-80.20701,Entire home/apt,190,5,57,2023-03-15,1.82,2,133,24,Broward County,33317.0
22051799,Cozy hideout,17554140,Rose,,Plantation,26.12911,-80.21483,Entire home/apt,80,7,22,2022-05-02,0.37,2,317,1,Broward County,33317.0
812912368181720637,Free Shuttles To Airport & Cruiseport|Free Parking,11173933,Troy,,Dania Beach,26.08685,-80.17366,Private room,154,1,0,,,2,28,0,Broward County,33312.0
770126157500642752,South Miami Entire Pool Villa 17 Min To Beach,420030811,Nechy,,West Park,25.98142,-80.20371,Entire home/apt,517,1,9,2023-03-05,2.35,1,331,9,Broward County,33023.0
734925820598787968,New! Htd Pool /Hot Tub/ 7min to Beach/ TV Bar!,120780493,Raquel,,Dania Beach,26.04331,-80.14511,Entire home/apt,470,6,16,2023-03-12,3.81,10,317,16,Broward County,33004.0
48767686,"House with hot tub,  beaches, casino, boarwalk",393412992,Marina,,Dania Beach,26.04751,-80.14742,Entire home/apt,150,2,30,2022-07-31,1.31,1,311,7,Broward County,33004.0
37251581,"SPACIOUS 4/3 LARGE POOL HOME W PARKING, BBQ WIFI",29537330,Dan Rentals,,Hollywood,26.01268,-80.15993,Entire home/apt,457,3,57,2023-01-02,1.3,29,355,6,Broward County,33020.0
549265089920648598,"Renovated professional design, grill lake view! 1",66224640,Newman Hospitality,,Hallandale Beach,25.98021,-80.16311,Entire home/apt,127,1,22,2023-03-25,1.6,49,322,17,Broward County,33009.0
786944479939570238,Only 5 Minutes to Port~ on 17th street!,86715580,Jenny,,Fort Lauderdale,26.10013891316907,-80.14948372222901,Entire home/apt,144,1,5,2023-03-11,4.05,13,362,5,Broward County,33315.0
50010729,"Blue Chateau w Hot Tub, 6 min from Airport/Cruise",400934539,Kevin,,Fort Lauderdale,26.10878,-80.15032,Entire home/apt,170,2,55,2023-03-08,2.7,8,48,34,Broward County,33301.0
715779751961369387,Sailboat Bend Tropical Getaway 712-2,214820992,Steven,,Fort Lauderdale,26.11807,-80.1514,Entire home/apt,111,3,14,2023-03-16,2.43,20,351,14,Broward County,33312.0
53034268,"Colorful Home Near Las Olas, Wilton Dr, & Beach",8850957,Vanessa,,Fort Lauderdale,26.14272,-80.14538,Entire home/apt,150,2,70,2023-03-15,4.61,15,331,57,Broward County,33311.0
802833515403311530,Tropical House 3 Bedrooms with Pool Oakland Park,492044381,Kevin,,Oakland Park,26.1755096,-80.1476339,Entire home/apt,270,4,0,,,1,163,0,Broward County,33309.0
54266501,Beach Blessing Floridian Retreat - 7m Dania Beach,24088241,Gustavo,,Dania Beach,26.03624,-80.14346,Entire home/apt,306,1,22,2023-03-13,1.71,2,341,19,Broward County,33004.0
582063834018462379,Tropical Sunshine Pool Home 3.4 Miles to the Beach,20065593,Reinaldo,,Oakland Park,26.170736,-80.149292,Entire home/apt,276,3,22,2023-03-13,1.76,13,76,21,Broward County,33309.0
53200525,New and Renovated! 2 bedroom - steps to LAS OLAS,430671673,Alejandra,,Fort Lauderdale,26.121569,-80.130264,Entire home/apt,273,2,32,2023-03-19,1.92,4,338,22,Broward County,33301.0
33801123,"Peaceful Hollywood Beach Home
1 mile from beach",35133008,Brenda,,Hollywood,26.0202,-80.13788,Entire home/apt,185,7,22,2022-11-12,0.47,1,360,3,Broward County,33020.0
21136049,"Hollywood Sun, Sand & Sea!!",60363314,Emmitt & Angie,,Hollywood,26.01705,-80.12751,Entire home/apt,800,3,138,2023-03-17,2.09,1,61,17,Broward County,33019.0
627579659236495648,"“Cozy & Comfortable House near of the Beach""",444235029,Natasha,,Pompano Beach,26.233124,-80.113243,Entire home/apt,270,5,3,2023-03-13,0.99,1,259,3,Broward County,33060.0
664372922873405527,** Beach House w/ Heated Pool,129392702,Maya,,Hollywood,26.0058036,-80.1400889,Entire home/apt,290,1,3,2023-03-20,0.39,6,338,3,Broward County,33020.0
22571287,Sea Horse at the BEACH Apt. 1bed/1bath Sleeps 4,79114825,Viviane,,Deerfield Beach,26.32062,-80.08058,Entire home/apt,95,30,23,2021-02-15,0.37,2,109,0,Broward County,33341.0
1515533,Fort Lauderdale Cottage Oasis,8092157,Mike,,Fort Lauderdale,26.12414,-80.13276,Entire home/apt,205,6,79,2021-05-07,0.7,1,354,0,Broward County,33301.0
52855381,Beachside cozy studio,424063074,Adnan,,Hollywood,26.02776,-80.11476,Private room,206,1,21,2023-03-21,1.25,3,98,18,Broward County,33019.0
37690703,Casa con spa jacuzzi cerca a la playa,67343737,Martin,,Oakland Park,26.1808,-80.13624,Entire home/apt,159,2,7,2023-03-21,0.17,4,356,5,Broward County,33334.0
45894828,2 Bedroom Condo - Palm Aire,225597185,Alan,,Pompano Beach,26.22671,-80.15942,Entire home/apt,201,4,34,2023-02-24,1.18,15,74,4,Broward County,33069.0
49964203,"Just renovated, tropical backyard, Jacuzzi, BBQ,#1",149534893,Steven,,Pompano Beach,26.2969,-80.09653,Entire home/apt,152,3,9,2023-03-11,3.0,2,353,9,Broward County,33064.0
827662599043180119,Free Parking. Close to Las Olas!,287211103,Nicholas,,Fort Lauderdale,26.10709,-80.15354,Entire home/apt,151,30,0,,,2,0,0,Broward County,33312.0
50843637,Blessed Resident’s,181093998,Mariolaine,,West Park,25.98828,-80.19565,Entire home/apt,80,3,31,2023-03-21,1.66,1,364,19,Broward County,33023.0
671906192421392190,Casa Bermuda by AvantStay | Walk to the Beach,449881373,AvantStay,,Fort Lauderdale,26.14674,-80.10196,Entire home/apt,1258,1,19,2023-01-07,2.5,7,326,19,Broward County,33304.0
54323917,Beachfront Resort 2 BR King-Sized Unit #6,107982771,Clancey,,Hollywood,26.026836,-80.114922,Private room,7286,7,1,2023-03-18,1.0,3,28,1,Broward County,33019.0
798571491186996903,Elegant Victoria Park 3BR 2BA,48575113,Charles,,Fort Lauderdale,26.13088,-80.12848,Entire home/apt,205,3,4,2023-03-19,2.31,6,349,4,Broward County,33304.0
680332118846018837,"4th fl, modern, pool, gym",66224640,Newman Hospitality,,Fort Lauderdale,26.12763,-80.10579,Entire home/apt,131,1,5,2023-02-14,0.75,49,271,5,Broward County,33304.0
754973264128027826,Steps from beach Amazing rooftop pool!  1Br 6 pax,11509065,Marcos,,Hollywood,26.01595,-80.11521,Private room,252,2,1,2023-02-14,0.7,12,160,1,Broward County,33019.0
2243737,3 Bedrooms/2 Baths Townhouse,11460571,Andon,,City of Las Vegas,36.17749,-115.22296,Entire home/apt,222,2,118,2023-03-18,1.12,1,356,17,Clark County,89107.0
10747342,Luxury Two-Bedroom Condo on Las Vegas Boulevard!,10595328,Fred,,Unincorporated Areas,36.03471,-115.17353,Entire home/apt,179,1,2,2016-02-24,0.02,4,4,0,Clark County,89123.0
14655585,MGM Signature 2BR 3BA Penthouse No Resort Fee,56419800,Cindy,,Unincorporated Areas,36.10698,-115.17108,Entire home/apt,396,3,142,2023-03-09,1.81,9,221,37,Clark County,89158.0
17435868,Luxurious Tropicana Condo - 1bed/1bath,245106207,Mahogany,,Unincorporated Areas,36.10067,-115.21383,Entire home/apt,218,2,0,,,2,32,0,Clark County,89139.0
20637700,Las Vegas House w/ Pool & Hot Tub - 1 Mi to Strip!,122375820,Evolve,,City of Las Vegas,36.15201,-115.17806,Entire home/apt,398,3,50,2023-01-01,0.81,66,320,6,Clark County,89102.0
22548507,Cancun Resort Vegas 2 bd,109904033,Colleen,,Unincorporated Areas,36.03882,-115.17259,Private room,229,2,4,2022-10-30,0.06,72,24,1,Clark County,89123.0
24408148,★The Signature MGM Penthouse★ Balcony Strip View,149886738,Michelle,,Unincorporated Areas,36.10682,-115.16785,Entire home/apt,152,1,416,2023-03-20,6.97,1,268,96,Clark County,89158.0
27639682,"888 # 33, MGM Signature Two (2) Bedroom Suites !",12018637,888,,Unincorporated Areas,36.10513,-115.16698,Hotel room,2136,1,1,2020-08-31,0.03,262,6,0,Clark County,89158.0
28611253,Indoor FREE Heated Pool Jacuzzi 6B/R Amazing House,32170899,Manya,,Unincorporated Areas,36.11932,-115.11639,Entire home/apt,999,31,48,2023-01-02,0.89,13,240,7,Clark County,89121.0
30476237,"888 # 57, MGM Signature Deluxe Suite.",12018637,888,,Unincorporated Areas,36.10552,-115.16759,Private room,1663,1,0,,,262,9,0,Clark County,89158.0
33934903,Immersive Junior Suite in the Boulevard,12568111,Antoinette,,Unincorporated Areas,36.05858,-115.16972,Entire home/apt,929,1,1,2019-07-28,0.02,66,365,0,Clark County,89123.0
36721227,New Vdara 2 BR Suite! ★Highest Penthouse in Vegas!,37897087,Ford,,Unincorporated Areas,36.10924,-115.17849,Entire home/apt,623,1,23,2022-11-16,0.55,10,301,4,Clark County,89158.0
38547113,Las Vegas 2Bed 2Bath ~ In The Middle Of It All,103172095,Dennis And Cindy,,Unincorporated Areas,36.11787,-115.16235,Entire home/apt,585,3,2,2023-01-08,0.05,27,75,1,Clark County,89109.0
40566140,Marriott's Grand Chateau- Two Bedroom,140404508,Concierge,,Unincorporated Areas,36.10637,-115.17014,Entire home/apt,425,7,0,,,1,143,0,Clark County,89158.0
41797226,5★Master Split/Adjustable King+Toddler Bed+Playset,4456805,Hawk,,City of Henderson,36.03571,-115.10425,Private room,90,30,2,2022-11-05,0.06,13,287,1,Clark County,89074.0
43662498,Convenient 2 Bedroom Apartment  in Las Vegas (1),2469672,Annas,,Unincorporated Areas,36.11331,-115.15224,Entire home/apt,105,3,64,2023-02-27,1.95,9,152,29,Clark County,89169.0
45278499,Spacious Villa | FREE Shuttle to the Vegas Strip!,266065811,Leavetown,,Unincorporated Areas,36.11877,-115.16261,Entire home/apt,283,2,1,2022-05-22,0.1,6,264,1,Clark County,89109.0
46224285,FUN IN THE SUN,211348099,Jenny,,City of Mesquite,36.82374,-114.06114,Entire home/apt,152,2,33,2023-03-26,1.38,1,339,19,Clark County,89027.0
47270881,Casa Lolita,111182809,Eric,,City of Las Vegas,36.14986,-115.17497,Entire home/apt,99,30,1,2021-01-31,0.04,4,311,0,Clark County,89102.0
48942781,Entire Residential 4 BDR Home . Boulder City,360536877,Madison,,Boulder City,35.98501,-114.84299,Entire home/apt,233,1,37,2023-03-20,1.57,1,253,29,Clark County,89005.0
49471096,Lovely 4 bedroom home -Near strip,95813911,Kathy,,Unincorporated Areas,36.11337,-115.23505,Entire home/apt,218,3,39,2023-03-15,1.72,8,165,17,Clark County,89103.0
50419555,WESTGATE Las Vegas Resort & Casino,44445898,Debora,,Unincorporated Areas,36.12058,-115.15448,Entire home/apt,130,7,1,2022-09-25,0.16,1,358,1,Clark County,89169.0
51331948,Lovely 3 bedroom condo close to Las Vegas strip,396723941,Stainah,,Unincorporated Areas,36.09566,-115.10931,Entire home/apt,222,4,7,2023-03-18,2.28,1,202,7,Clark County,89120.0
52153586,SoothingSandySanctuary!Henderson!Corp.BooksAvail!,151187254,Matt,,Unincorporated Areas,36.03782,-115.12066,Entire home/apt,246,4,48,2023-03-21,2.77,4,199,34,Clark County,89123.0
52495988,Alan ‘s Vegas cozy house 1750 sq feet,424909628,Alan,,City of Las Vegas,36.16245,-115.35187,Entire home/apt,152,2,85,2023-03-20,4.72,1,53,54,Clark County,89138.0
53131581,"4-Bedroom Suite with 5 Beds at Crockfords Las Vegas, LXR Hotels and Resorts by Suiteness",326084746,Suiteness,,Unincorporated Areas,36.134697,-115.165672,Private room,12003,1,0,,,327,119,0,Clark County,89109.0
53294729,Z Spot,426490685,Aviana,,City of Las Vegas,36.16865,-115.14155,Entire home/apt,153,3,63,2023-03-09,3.84,2,51,44,Clark County,89101.0
53796703,NEW comfortable home in quiet gated community,85519753,Chynna,,City of North Las Vegas,36.29401,-115.20069,Entire home/apt,152,1,38,2023-03-20,2.63,1,13,37,Clark County,89084.0
54358352,"Comfy 1 Bedroom, sleeps 2 guests",204575730,LaBonna,,City of Las Vegas,36.15372,-115.21146,Private room,100,1,0,,,1,88,0,Clark County,89146.0
561762676867173454,Perfect-Cozy Studio on the Las Vegas Strip,439429870,Luxury,,Unincorporated Areas,36.10607,-115.17016,Entire home/apt,142,2,3,2022-12-04,0.27,34,31,3,Clark County,89158.0
567698514844918770,Springvalley 4-Bedroom SFH 10min to Strip WiFi,210583505,Lin,,Unincorporated Areas,36.10506,-115.24286,Entire home/apt,108,30,2,2022-04-04,0.16,22,250,2,Clark County,89139.0
585117159116491071,Cheerful 5 bedrooms residential very cozy and warm,437991234,Sana,,Unincorporated Areas,36.09551,-115.14317,Entire home/apt,400,2,29,2023-03-20,2.34,1,350,28,Clark County,89119.0
593368829311616216,Private 1 Bedroom Suite with Shuttle to The Strip,189755178,Gage,,Unincorporated Areas,36.09925,-115.21838,Entire home/apt,109,3,8,2023-02-19,1.26,1,179,8,Clark County,89103.0
607169141654505560,3000 Sq.Ft Luxury Oasis in the Desert (5Bedrm 4Ba),26184481,Al,,City of North Las Vegas,36.26914,-115.08659,Entire home/apt,495,3,8,2023-03-13,0.9,1,345,8,Clark County,89081.0
624513908004191698,Cheerful 4 bedrooms home with Pool,44377135,Joe,,Unincorporated Areas,36.13891,-115.26951,Entire home/apt,311,3,3,2023-03-20,2.43,1,76,3,Clark County,89147.0
636998530212681080,Modern Home Quality Amenities Near Attractions,958523,Max,,City of Las Vegas,36.21991,-115.30906,Entire home/apt,378,2,4,2023-03-18,0.98,6,32,4,Clark County,89134.0
654650631634750320,"All you need to relax In Las Vegas!!! 
Stay&Relax.",454695875,Oscar,,City of Las Vegas,36.1668676,-115.1693349,Entire home/apt,92,1,28,2023-03-06,3.15,1,330,28,Clark County,89106.0
666002918946498540,Lovely 3-Bedroom Condo with Pool,468226707,Rick & Lisa,,Unincorporated Areas,35.14788,-114.62527,Entire home/apt,60,31,4,2022-09-11,0.5,1,359,4,Clark County,89028.0
674198620471803389,Bold and Beautiful LV Condo (Zero Cleaning Fees!),10922665,Vivian,,Unincorporated Areas,36.09917,-115.12216,Entire home/apt,108,30,16,2023-01-16,2.42,3,244,16,Clark County,89154.0
682627072836228865,Lovely Villa Near the Stadium,117833691,Amanda,,Unincorporated Areas,36.09657,-115.2255,Entire home/apt,650,3,3,2023-03-19,0.63,3,337,3,Clark County,89139.0
698858195864903878,Adorable Studio Casita with Pool and Barbecue,448843451,Kevin,,Unincorporated Areas,36.05351,-115.1014115,Entire home/apt,145,1,39,2023-03-26,5.49,1,119,39,Clark County,89120.0
710312361038191918,room 8 : cozy private queen bed & shared bath,242795581,Lee,,Unincorporated Areas,36.12868,-115.22147,Private room,27,30,1,2022-12-02,0.26,14,330,1,Clark County,89146.0
712552998068689360,Grand Desert Resort - 1 Bedroom Suite,475456809,Nathan,,Unincorporated Areas,36.1076125294973,-115.161595914536,Private room,151,1,1,2022-09-18,0.16,178,335,1,Clark County,89109.0
716827865180159219,Hilton Paradise Las Vegas - 2 Bed,475618802,Marcus,,Unincorporated Areas,36.1399896821938,-115.152300670082,Private room,653,1,0,,,44,305,0,Clark County,89169.0
731689179688698796,GRAND desert one bedroom,444732174,Sheryl,,Unincorporated Areas,36.1081,-115.11336,Entire home/apt,195,2,3,2022-12-04,0.58,15,90,3,Clark County,89121.0
739896050664259049,Beautiful Resort - 2BD/Pool/Wi-fi/Full Kitchen,358932514,Tom,,Unincorporated Areas,36.11844,-115.16069,Entire home/apt,204,2,1,2023-03-06,1.0,23,267,1,Clark County,89109.0
750127239328172837,A1_Lovely Private Condo 2 bed/2Bath near StripUNLV,453975497,Alice,,Unincorporated Areas,36.09946,-115.12118,Entire home/apt,101,30,2,2022-11-19,0.42,2,360,2,Clark County,89154.0
762392866131523717,Spacious 2 Bedroom Suite (King/2Twins/Murphy Bed),42156133,Keona,,Unincorporated Areas,36.03373759999999,-115.1731999,Private room,450,3,0,,,2,90,0,Clark County,89123.0
770946660078969150,"Johnson Resort II, Cozy by the Strip & Airport!",323055025,Darcel,,Unincorporated Areas,36.09550741671199,-115.13052351772784,Entire home/apt,124,2,13,2023-03-22,3.9,1,114,13,Clark County,89119.0
782898122003277428,Cozy 3 bedroom house near Strip,172362468,Will,,Unincorporated Areas,36.12145,-115.26362,Entire home/apt,149,30,1,2023-03-12,1.0,1,319,1,Clark County,89147.0
792003882059837004,NEW! Modern Vacation Rental in Las Vegas with Pool,122375820,Evolve,,City of Las Vegas,36.15201,-115.14233,Entire home/apt,125,31,0,,,66,178,0,Clark County,89104.0
797087549486164978,4-Bedroom Hotel Suite - 6 beds,326084746,Suiteness,,Unincorporated Areas,36.134697,-115.165671,Private room,20000,1,0,,,327,119,0,Clark County,89109.0
801050941439223535,2 Queen Bed Suite-Vegas Convention Center,169191923,Anna,,Unincorporated Areas,36.135182,-115.1514897,Entire home/apt,220,1,0,,,3,15,0,Clark County,89109.0
810086288179647011,Stay Together on The Strip - 3 Bed Condo,20518950,Lucas,,Unincorporated Areas,36.10921,-115.17504,Entire home/apt,384,2,2,2023-03-12,2.0,14,139,2,Clark County,89158.0
813824316795907318,Boulevard Suite at at The STRAT Hotel Casino,496944100,RoomPicks,,City of Las Vegas,36.14956,-115.15517,Entire home/apt,325,1,0,,,118,298,0,Clark County,89102.0
821977349002174331,Grandview 1 BDRM Suite near Southpoint Casino,177902654,Brandi,,Unincorporated Areas,36.0097,-115.17675,Entire home/apt,109,7,1,2023-03-03,1.0,12,134,1,Clark County,89183.0
832566005022453202,New Las Vegas Apartment 8 min away From Strip,196817386,London,,Unincorporated Areas,36.11465,-115.14816,Entire home/apt,110,2,2,2023-03-17,2.0,1,150,2,Clark County,89119.0
839387811375579080,LUX 1BR Condo near Strip and Convention Center,6743803,Breezy,,Unincorporated Areas,36.12446,-115.14996,Entire home/apt,120,1,1,2023-03-05,1.0,22,261,1,Clark County,89169.0
846003794516293198,VIP Huge 3bd2bth LUXCondo@Strip!,372481044,Lanessa N Mike,,Unincorporated Areas,36.11666,-115.1464,Entire home/apt,242,3,0,,,10,354,0,Clark County,89119.0
852016670794092488,Las Vegas condo,400430341,Marcus,,Unincorporated Areas,36.13584,-115.15068,Entire home/apt,849,1,0,,,2,365,0,Clark County,89109.0
6758462,"Stylish Downtown Studio in the SouthEnd, C.Ave# 43",22348222,Maverick,,South End,42.34441,-71.07633,Entire home/apt,119,1,122,2023-03-12,1.69,52,340,30,Boston,2117.0
8904297,Cozy Double Times II,46575567,Sandy,,Mattapan,42.27173,-71.07936,Private room,70,29,61,2019-11-10,0.73,2,365,0,Boston,2126.0
17543635,"Cozy home,easy access to Downtown&Longwood Medical",117015594,Trinh,,Dorchester,42.317,-71.05662,Private room,40,91,13,2018-03-01,0.18,2,0,0,Boston,2125.0
23147024,"Clean, cozy, and close to everything!",156565411,Carolina,,Longwood Medical Area,42.33837,-71.10728,Entire home/apt,114,91,26,2018-09-27,0.42,2,0,0,Boston,2215.0
28302081,La Casa Boheme,59978794,Gianni,,Roxbury,42.320481,-71.090593,Private room,65,29,29,2023-03-01,0.54,2,1,5,Boston,2119.0
38385513,"Lovely place in Jamaica Plain, Room #5",292283551,Vitanur,,Jamaica Plain,42.32366,-71.10858,Private room,50,29,15,2020-04-02,0.35,6,0,0,Boston,2130.0
41876957,230B2.3 · The Roseclair Bedroom 3 w/Central AC and Laundry!| Queen bed w/En-Suite HdTV! | Short walk to the Redline for UMass and Mass General!,71783,Lance,,Dorchester,42.32287,-71.0621,Private room,53,30,2,2023-01-05,0.06,27,177,1,Boston,2125.0
46964831,Spacious 4bed Loft | Downtown Boston | Beacon Hill,365116307,Brian + Heather,,Downtown,42.35705,-71.06199,Entire home/apt,563,1,140,2023-03-02,5.34,25,323,82,Boston,2133.0
48805748,Brick + Beam Loft | Fast Wifi | Amazing Location!,365116307,Brian + Heather,,Downtown,42.35531,-71.06048,Entire home/apt,438,1,161,2023-03-01,6.88,25,311,86,Boston,2102.0
51838132,"Cozy S. End Studio nr T, Shops & Dining",107434423,Blueground,,Roxbury,42.33999439999999,-71.0814304,Entire home/apt,137,32,0,,,340,294,0,Boston,2199.0
53380371,Opulent Farmhouse-Inspired Home | Near T,432166296,Heirloom,,Jamaica Plain,42.31042,-71.10229,Entire home/apt,358,1,21,2023-03-05,1.7,9,303,20,Boston,2130.0
599863497763260039,"Dorchester 1BR w/ W/D, Gym & Pool, nr UMass",107434423,Blueground,,Dorchester,42.3172144,-71.0411874,Entire home/apt,214,32,1,2022-07-31,0.13,340,0,1,Boston,2125.0
649179671464846978,Cute Room in JFK/UMass Apartment,297860058,June Team,,Dorchester,42.31907,-71.05461,Private room,46,91,0,,,279,293,0,Boston,2125.0
674200591572524984,"Large Room w/ Bath in Furnished Apt, good Wifi!",2356643,StayNue,,Brighton,42.36151,-71.14337,Private room,55,2,10,2023-01-08,1.76,61,341,10,Boston,2135.0
754262361243349365,Beautiful apartment in South End,163848078,Adam,,South End,42.34567,-71.06278,Entire home/apt,353,3,1,2023-03-14,1.0,47,340,1,Boston,2118.0
795570361088446587,Furnished Queen Bedroom B in #331: Savin Hill,297860058,June Team,,Dorchester,42.314052666318766,-71.05997559190183,Private room,80,91,0,,,279,361,0,Boston,2125.0
839054086059659530,Private room in JP,458093264,Shubhi,,Jamaica Plain,42.322211240882,-71.10203945483002,Private room,96,1,0,,,2,88,0,Boston,2120.0
6528165,Luxurious Modern Studio,5086699,Staci,,San Mateo,37.5548,-122.33248,Entire home/apt,295,3,167,2023-03-17,1.75,2,110,11,San Mateo County,94402.0
17345548,"Cozy home , 10 minutes from SFO airport.",117176799,Vilma,,San Mateo,37.57245,-122.32055,Entire home/apt,195,1,267,2023-03-21,3.64,1,122,30,San Mateo County,94401.0
22454237,Spacious Master Bedroom & Private Bathroom,111298225,Sheraj,,Unincorporated Areas,37.47546,-122.19851,Private room,77,2,3,2018-09-04,0.05,2,49,0,San Mateo County,94027.0
29156224,Mountain Home in Redwoods:  Canyon views & Sunsets,219704440,Donna,,Unincorporated Areas,37.31024,-122.27484,Private room,86,2,39,2022-12-13,0.72,1,178,11,San Mateo County,94020.0
34339738,Spacious Beautiful Getaway-4bd/2.5ba 5 min SFO,5079397,Carol,,South San Francisco,37.6373,-122.44344,Entire home/apt,475,2,102,2023-03-10,2.31,1,163,24,San Mateo County,94080.0
41292044,Room w/ Private Bathroom in the San Bruno Hills,311636636,Oliver,,San Bruno,37.63107,-122.45899,Private room,68,3,47,2023-03-21,1.21,3,20,5,San Mateo County,94066.0
46012625,"NEW Modern 3B/2B in Menlo Park - Near Stanford, FB",233512379,Amelia,,Unincorporated Areas,37.47292,-122.20019,Entire home/apt,234,2,75,2023-01-21,2.56,5,3,23,San Mateo County,94027.0
